order_id,order_status
220,COMPLETE
221,CLOSED
222,CLOSED
223,PENDING
224,CLOSED
225,COMPLETE
226,PENDING_PAYMENT
227,CLOSED
228,ON_HOLD
229,PENDING
230,PENDING_PAYMENT
231,COMPLETE
232,PENDING_PAYMENT
233,COMPLETE
234,ON_HOLD
235,PENDING_PAYMENT
236,COMPLETE
237,PENDING_PAYMENT
238,PENDING_PAYMENT
239,COMPLETE
240,PENDING
241,CLOSED
242,PAYMENT_REVIEW
243,ON_HOLD
244,PENDING_PAYMENT
245,CLOSED
246,SUSPECTED_FRAUD
247,COMPLETE
248,COMPLETE
249,CLOSED
250,COMPLETE
251,PENDING
252,COMPLETE
253,COMPLETE
254,COMPLETE
255,COMPLETE
256,CLOSED
257,PROCESSING
258,COMPLETE
259,COMPLETE
260,CLOSED
261,COMPLETE
262,CLOSED
263,COMPLETE
264,COMPLETE
265,PENDING_PAYMENT
266,COMPLETE
267,CLOSED
268,CLOSED
269,PROCESSING
270,COMPLETE
271,COMPLETE
272,CLOSED
273,PENDING_PAYMENT
274,PENDING
275,PENDING_PAYMENT
276,PENDING_PAYMENT
277,PENDING
278,PAYMENT_REVIEW
279,COMPLETE
280,PENDING
281,PENDING_PAYMENT
282,PENDING_PAYMENT
283,COMPLETE
284,PROCESSING
285,CLOSED
286,ON_HOLD
287,COMPLETE
288,COMPLETE
289,PENDING_PAYMENT
290,COMPLETE
291,PROCESSING
292,PENDING_PAYMENT
293,PROCESSING
294,CLOSED
295,PENDING
296,COMPLETE
297,PENDING
298,COMPLETE
299,PENDING_PAYMENT
300,CLOSED
301,COMPLETE
302,COMPLETE
303,PENDING_PAYMENT
304,COMPLETE
305,ON_HOLD
306,COMPLETE
307,PENDING
308,PENDING_PAYMENT
309,COMPLETE
310,COMPLETE
311,COMPLETE
312,COMPLETE
313,CLOSED
314,PENDING_PAYMENT
315,PENDING_PAYMENT
316,PROCESSING
317,COMPLETE
318,PENDING_PAYMENT
319,COMPLETE
320,SUSPECTED_FRAUD
321,ON_HOLD
322,COMPLETE
323,PENDING_PAYMENT
324,COMPLETE
325,PENDING
326,PENDING_PAYMENT
327,PENDING
328,COMPLETE
329,SUSPECTED_FRAUD
330,COMPLETE
331,PENDING_PAYMENT
332,COMPLETE
333,PENDING_PAYMENT
334,PENDING_PAYMENT
335,PENDING
336,PENDING
337,COMPLETE
338,COMPLETE
339,PENDING
340,PENDING_PAYMENT
341,CLOSED
342,ON_HOLD
343,COMPLETE
344,PENDING
345,PROCESSING
346,COMPLETE
347,COMPLETE
348,COMPLETE
349,COMPLETE
350,COMPLETE
351,COMPLETE
352,PENDING_PAYMENT
353,PROCESSING
354,PROCESSING
355,PROCESSING
356,PENDING
357,COMPLETE
358,PENDING
359,PENDING_PAYMENT
360,COMPLETE
361,PROCESSING
362,PROCESSING
363,CLOSED
364,PROCESSING
365,PENDING_PAYMENT
366,PENDING_PAYMENT
367,PROCESSING
368,COMPLETE
369,COMPLETE
370,PENDING_PAYMENT
371,PENDING_PAYMENT
372,COMPLETE
373,PENDING
374,PROCESSING
375,PROCESSING
376,PENDING
377,PROCESSING
378,PENDING_PAYMENT
379,PENDING_PAYMENT
380,PENDING_PAYMENT
381,ON_HOLD
382,PROCESSING
383,PENDING_PAYMENT
384,CLOSED
385,COMPLETE
386,PENDING
387,CLOSED
388,COMPLETE
389,COMPLETE
390,PENDING
391,PENDING_PAYMENT
392,PENDING
393,CLOSED
394,PENDING_PAYMENT
395,COMPLETE
396,PAYMENT_REVIEW
397,CLOSED
398,ON_HOLD
399,PROCESSING
400,PENDING
401,PROCESSING
402,PENDING_PAYMENT
403,COMPLETE
404,CLOSED
405,COMPLETE
406,COMPLETE
407,PROCESSING
408,PAYMENT_REVIEW
409,PROCESSING
410,PENDING
411,SUSPECTED_FRAUD
412,COMPLETE
413,CLOSED
414,PENDING
415,CLOSED
416,COMPLETE
417,PENDING_PAYMENT
418,COMPLETE
419,PENDING_PAYMENT
420,COMPLETE
421,PENDING
422,COMPLETE
423,SUSPECTED_FRAUD
424,PROCESSING
425,PENDING_PAYMENT
426,COMPLETE
427,COMPLETE
428,COMPLETE
429,CLOSED
430,PENDING_PAYMENT
431,CLOSED
432,COMPLETE
433,PROCESSING
434,PENDING_PAYMENT
435,CLOSED
436,PROCESSING
437,COMPLETE
438,COMPLETE
439,COMPLETE
440,COMPLETE
441,PENDING_PAYMENT
442,COMPLETE
443,CLOSED
444,COMPLETE
445,PENDING
446,PENDING_PAYMENT
447,CLOSED
448,COMPLETE
449,CLOSED
450,ON_HOLD
451,PENDING
452,COMPLETE
453,SUSPECTED_FRAUD
454,PENDING_PAYMENT
455,PENDING
456,CLOSED
457,PENDING_PAYMENT
458,COMPLETE
459,COMPLETE
460,PENDING_PAYMENT
461,CLOSED
462,PROCESSING
463,COMPLETE
464,COMPLETE
465,PENDING_PAYMENT
466,CLOSED
467,PENDING_PAYMENT
468,COMPLETE
469,PENDING
470,PENDING_PAYMENT
471,PENDING
472,CLOSED
473,COMPLETE
474,PENDING_PAYMENT
475,CLOSED
476,PENDING_PAYMENT
477,ON_HOLD
478,COMPLETE
479,COMPLETE
480,PROCESSING
481,PROCESSING
482,ON_HOLD
483,PROCESSING
484,PENDING_PAYMENT
485,PENDING_PAYMENT
486,PROCESSING
487,PROCESSING
488,PENDING_PAYMENT
489,PENDING_PAYMENT
490,COMPLETE
491,ON_HOLD
492,PENDING_PAYMENT
493,COMPLETE
494,PENDING_PAYMENT
495,COMPLETE
496,COMPLETE
497,COMPLETE
498,PENDING_PAYMENT
499,COMPLETE
500,CLOSED
501,CLOSED
502,COMPLETE
503,PENDING_PAYMENT
504,COMPLETE
505,PROCESSING
506,PENDING
507,PENDING_PAYMENT
508,COMPLETE
509,COMPLETE
510,PENDING_PAYMENT
511,PROCESSING
512,COMPLETE
513,COMPLETE
514,PENDING_PAYMENT
515,PENDING_PAYMENT
516,COMPLETE
517,PROCESSING
518,COMPLETE
519,COMPLETE
520,COMPLETE
521,COMPLETE
522,COMPLETE
523,COMPLETE
524,COMPLETE
525,PENDING
526,COMPLETE
527,CANCELED
528,PROCESSING
529,ON_HOLD
530,PROCESSING
531,PENDING_PAYMENT
532,PENDING
533,COMPLETE
534,COMPLETE
535,COMPLETE
536,ON_HOLD
537,COMPLETE
538,PROCESSING
539,PENDING_PAYMENT
540,COMPLETE
541,COMPLETE
542,CLOSED
543,PENDING
544,PENDING_PAYMENT
545,COMPLETE
546,PROCESSING
547,COMPLETE
548,SUSPECTED_FRAUD
549,PENDING
550,PENDING_PAYMENT
551,COMPLETE
552,CANCELED
553,COMPLETE
554,PROCESSING
555,PENDING_PAYMENT
556,COMPLETE
557,COMPLETE
558,COMPLETE
559,ON_HOLD
560,ON_HOLD
561,PENDING
562,PENDING
563,CLOSED
564,CANCELED
565,PENDING_PAYMENT
566,CLOSED
567,CLOSED
568,PENDING
569,CLOSED
570,PENDING
571,PENDING
572,PENDING
573,COMPLETE
574,PROCESSING
575,PROCESSING
576,COMPLETE
577,CLOSED
578,PENDING_PAYMENT
579,PROCESSING
580,SUSPECTED_FRAUD
581,PROCESSING
582,CLOSED
583,PENDING
584,PENDING_PAYMENT
585,PENDING_PAYMENT
586,PROCESSING
587,SUSPECTED_FRAUD
588,COMPLETE
589,COMPLETE
590,PROCESSING
591,COMPLETE
592,CLOSED
593,PENDING
594,PENDING_PAYMENT
595,PAYMENT_REVIEW
596,PENDING_PAYMENT
597,PENDING_PAYMENT
598,PENDING_PAYMENT
599,COMPLETE
600,COMPLETE
601,COMPLETE
602,COMPLETE
603,CLOSED
604,PENDING_PAYMENT
605,COMPLETE
606,COMPLETE
607,CANCELED
608,COMPLETE
609,PROCESSING
610,PENDING_PAYMENT
611,COMPLETE
612,PENDING_PAYMENT
613,COMPLETE
614,CLOSED
615,COMPLETE
616,PROCESSING
617,ON_HOLD
618,PENDING_PAYMENT
619,PROCESSING
620,COMPLETE
621,COMPLETE
622,ON_HOLD
623,PAYMENT_REVIEW
624,PENDING_PAYMENT
625,ON_HOLD
626,CLOSED
627,PENDING_PAYMENT
628,PROCESSING
629,COMPLETE
630,COMPLETE
631,PENDING_PAYMENT
632,PENDING
633,COMPLETE
634,COMPLETE
635,PENDING
636,PENDING_PAYMENT
637,ON_HOLD
638,PENDING
639,COMPLETE
640,PROCESSING
641,CLOSED
642,COMPLETE
643,PENDING_PAYMENT
644,PENDING_PAYMENT
645,COMPLETE
646,CLOSED
647,COMPLETE
648,PENDING_PAYMENT
649,CANCELED
650,PENDING_PAYMENT
651,CLOSED
652,PENDING_PAYMENT
653,PROCESSING
654,COMPLETE
655,PENDING_PAYMENT
656,PROCESSING
657,PENDING_PAYMENT
658,PENDING
659,COMPLETE
660,CLOSED
661,ON_HOLD
662,COMPLETE
663,PAYMENT_REVIEW
664,COMPLETE
665,ON_HOLD
666,COMPLETE
667,CANCELED
668,PROCESSING
669,PROCESSING
670,PROCESSING
671,PENDING_PAYMENT
672,PENDING_PAYMENT
673,PENDING_PAYMENT
674,COMPLETE
675,COMPLETE
676,PENDING_PAYMENT
677,PENDING_PAYMENT
678,PENDING
679,CLOSED
680,ON_HOLD
681,PENDING_PAYMENT
682,COMPLETE
683,PENDING_PAYMENT
684,CLOSED
685,ON_HOLD
686,PROCESSING
687,PENDING_PAYMENT
688,PENDING_PAYMENT
689,PENDING
690,PENDING_PAYMENT
691,PENDING_PAYMENT
692,ON_HOLD
693,ON_HOLD
694,PROCESSING
695,PROCESSING
696,PENDING_PAYMENT
697,COMPLETE
698,COMPLETE
699,PENDING_PAYMENT
700,COMPLETE
701,PENDING_PAYMENT
702,PROCESSING
703,PENDING_PAYMENT
704,COMPLETE
705,PENDING
706,CLOSED
707,PENDING
708,CLOSED
709,PENDING
710,CLOSED
711,PENDING_PAYMENT
712,PENDING
713,CLOSED
714,COMPLETE
715,PENDING
716,CANCELED
717,CANCELED
718,COMPLETE
719,PROCESSING
720,COMPLETE
721,PENDING
722,CLOSED
723,PENDING
724,PENDING
725,PENDING_PAYMENT
726,COMPLETE
727,COMPLETE
728,COMPLETE
729,COMPLETE
730,COMPLETE
731,PROCESSING
732,COMPLETE
733,PENDING
734,PENDING_PAYMENT
735,COMPLETE
736,COMPLETE
737,PAYMENT_REVIEW
738,CANCELED
739,COMPLETE
740,PROCESSING
741,COMPLETE
742,COMPLETE
743,PENDING_PAYMENT
744,COMPLETE
745,PROCESSING
746,COMPLETE
747,PENDING_PAYMENT
748,COMPLETE
749,PENDING_PAYMENT
750,PENDING_PAYMENT
751,PENDING
752,CLOSED
753,CANCELED
754,COMPLETE
755,COMPLETE
756,COMPLETE
757,PENDING_PAYMENT
758,PENDING_PAYMENT
759,COMPLETE
760,ON_HOLD
761,COMPLETE
762,PENDING
763,COMPLETE
764,COMPLETE
765,CLOSED
766,COMPLETE
767,PROCESSING
768,COMPLETE
769,PENDING_PAYMENT
770,COMPLETE
771,COMPLETE
772,PROCESSING
773,PENDING_PAYMENT
774,COMPLETE
775,PENDING_PAYMENT
776,PENDING_PAYMENT
777,ON_HOLD
778,COMPLETE
779,PENDING_PAYMENT
780,COMPLETE
781,PENDING
782,COMPLETE
783,PROCESSING
784,PENDING_PAYMENT
785,COMPLETE
786,CLOSED
787,CLOSED
788,PENDING
789,COMPLETE
790,PENDING_PAYMENT
791,PROCESSING
792,PENDING
793,PROCESSING
794,COMPLETE
795,COMPLETE
796,ON_HOLD
797,PROCESSING
798,COMPLETE
799,PENDING_PAYMENT
800,COMPLETE
801,PENDING_PAYMENT
802,COMPLETE
803,PENDING_PAYMENT
804,CLOSED
805,PENDING_PAYMENT
806,COMPLETE
807,COMPLETE
808,PENDING_PAYMENT
809,PROCESSING
810,PENDING
811,PENDING_PAYMENT
812,PENDING_PAYMENT
813,PENDING_PAYMENT
814,COMPLETE
815,PENDING_PAYMENT
816,PENDING_PAYMENT
817,CLOSED
818,SUSPECTED_FRAUD
819,COMPLETE
820,PENDING
821,COMPLETE
822,COMPLETE
823,CLOSED
824,PENDING_PAYMENT
825,PENDING
826,COMPLETE
827,PENDING_PAYMENT
828,PENDING
829,PENDING_PAYMENT
830,SUSPECTED_FRAUD
831,COMPLETE
832,COMPLETE
833,PENDING_PAYMENT
834,PROCESSING
835,COMPLETE
836,PROCESSING
837,PENDING_PAYMENT
838,PENDING
839,COMPLETE
840,COMPLETE
841,PENDING_PAYMENT
842,PENDING_PAYMENT
843,ON_HOLD
844,PENDING_PAYMENT
845,PROCESSING
846,PENDING
847,PENDING
848,COMPLETE
849,PROCESSING
850,PENDING
851,CLOSED
852,PENDING_PAYMENT
853,PENDING_PAYMENT
854,COMPLETE
855,PENDING_PAYMENT
856,PROCESSING
857,PAYMENT_REVIEW
858,COMPLETE
859,COMPLETE
860,COMPLETE
861,COMPLETE
862,COMPLETE
863,COMPLETE
864,COMPLETE
865,CLOSED
866,ON_HOLD
867,COMPLETE
868,PROCESSING
869,PENDING_PAYMENT
870,PENDING
871,COMPLETE
872,COMPLETE
873,PROCESSING
874,PENDING_PAYMENT
875,PROCESSING
876,PENDING_PAYMENT
877,PENDING_PAYMENT
878,COMPLETE
879,COMPLETE
880,COMPLETE
881,COMPLETE
882,COMPLETE
883,COMPLETE
884,COMPLETE
885,COMPLETE
886,COMPLETE
887,PROCESSING
888,PENDING_PAYMENT
889,COMPLETE
890,COMPLETE
891,COMPLETE
892,PENDING
893,COMPLETE
894,PROCESSING
895,PENDING
896,PENDING_PAYMENT
897,CLOSED
898,ON_HOLD
899,PENDING
900,CLOSED
901,PENDING_PAYMENT
902,PROCESSING
903,PENDING
904,CLOSED
905,CLOSED
906,PROCESSING
907,COMPLETE
908,PROCESSING
909,SUSPECTED_FRAUD
910,COMPLETE
911,COMPLETE
912,PENDING_PAYMENT
913,PENDING
914,COMPLETE
915,PENDING
916,PENDING
917,COMPLETE
918,PENDING_PAYMENT
919,COMPLETE
920,COMPLETE
921,PENDING_PAYMENT
922,PROCESSING
923,COMPLETE
924,PENDING_PAYMENT
925,COMPLETE
926,ON_HOLD
927,COMPLETE
928,COMPLETE
929,CANCELED
930,PENDING_PAYMENT
931,COMPLETE
932,SUSPECTED_FRAUD
933,COMPLETE
934,COMPLETE
935,PENDING_PAYMENT
936,COMPLETE
937,PROCESSING
938,COMPLETE
939,CLOSED
940,SUSPECTED_FRAUD
941,COMPLETE
942,COMPLETE
943,COMPLETE
944,ON_HOLD
945,COMPLETE
946,COMPLETE
947,CLOSED
948,PENDING_PAYMENT
949,CLOSED
950,PENDING_PAYMENT
951,CLOSED
952,COMPLETE
953,PENDING_PAYMENT
954,PENDING_PAYMENT
955,CANCELED
956,PENDING_PAYMENT
957,PENDING
958,COMPLETE
959,PENDING_PAYMENT
960,COMPLETE
961,PENDING_PAYMENT
962,CANCELED
963,SUSPECTED_FRAUD
964,COMPLETE
965,ON_HOLD
966,COMPLETE
967,PENDING
968,ON_HOLD
969,COMPLETE
970,PENDING
971,PENDING_PAYMENT
972,CLOSED
973,PENDING
974,CLOSED
975,PENDING_PAYMENT
976,PENDING_PAYMENT
977,COMPLETE
978,PROCESSING
979,COMPLETE
980,PROCESSING
981,COMPLETE
982,SUSPECTED_FRAUD
983,CLOSED
984,ON_HOLD
985,COMPLETE
986,PROCESSING
987,COMPLETE
988,COMPLETE
989,PENDING
990,COMPLETE
991,PENDING_PAYMENT
992,COMPLETE
993,SUSPECTED_FRAUD
994,PROCESSING
995,COMPLETE
996,CLOSED
997,COMPLETE
998,PENDING_PAYMENT
999,PROCESSING
1000,CLOSED
1001,COMPLETE
1002,SUSPECTED_FRAUD
1003,COMPLETE
1004,COMPLETE
1005,PROCESSING
1006,COMPLETE
1007,PENDING_PAYMENT
1008,CLOSED
1009,COMPLETE
1010,COMPLETE
1011,COMPLETE
1012,CLOSED
1013,CANCELED
1014,PROCESSING
1015,PENDING_PAYMENT
1016,PENDING_PAYMENT
1017,PROCESSING
1018,COMPLETE
1019,PENDING_PAYMENT
1020,PENDING_PAYMENT
1021,COMPLETE
1022,CLOSED
1023,PENDING
1024,COMPLETE
1025,PROCESSING
1026,COMPLETE
1027,PROCESSING
1028,PENDING
1029,PENDING_PAYMENT
1030,COMPLETE
1031,COMPLETE
1032,COMPLETE
1033,CLOSED
1034,COMPLETE
1035,COMPLETE
1036,CLOSED
1037,PENDING_PAYMENT
1038,COMPLETE
1039,COMPLETE
1040,COMPLETE
1041,CLOSED
1042,PROCESSING
1043,PENDING_PAYMENT
1044,PENDING_PAYMENT
1045,PENDING_PAYMENT
1046,PENDING_PAYMENT
1047,PENDING
1048,PENDING_PAYMENT
1049,PROCESSING
1050,PENDING_PAYMENT
1051,COMPLETE
1052,PROCESSING
1053,PENDING_PAYMENT
1054,PENDING_PAYMENT
1055,COMPLETE
1056,COMPLETE
1057,PENDING
1058,PENDING
1059,PROCESSING
1060,PENDING_PAYMENT
1061,PENDING_PAYMENT
1062,PROCESSING
1063,SUSPECTED_FRAUD
1064,CLOSED
1065,PROCESSING
1066,PENDING_PAYMENT
1067,CLOSED
1068,PENDING
1069,SUSPECTED_FRAUD
1070,PENDING
1071,CLOSED
1072,ON_HOLD
1073,PROCESSING
1074,SUSPECTED_FRAUD
1075,COMPLETE
1076,COMPLETE
1077,COMPLETE
1078,CLOSED
1079,PENDING_PAYMENT
1080,PENDING
1081,COMPLETE
1082,PENDING_PAYMENT
1083,SUSPECTED_FRAUD
1084,PENDING_PAYMENT
1085,PROCESSING
1086,PROCESSING
1087,CLOSED
1088,PENDING_PAYMENT
1089,PENDING_PAYMENT
1090,PROCESSING
1091,COMPLETE
1092,PROCESSING
1093,PENDING_PAYMENT
1094,PENDING
1095,PENDING_PAYMENT
1096,COMPLETE
1097,COMPLETE
1098,COMPLETE
1099,COMPLETE
1100,SUSPECTED_FRAUD
1101,PENDING_PAYMENT
1102,PROCESSING
1103,PROCESSING
1104,PENDING_PAYMENT
1105,PROCESSING
1106,COMPLETE
1107,PROCESSING
1108,PROCESSING
1109,PENDING_PAYMENT
1110,PENDING
1111,COMPLETE
1112,COMPLETE
1113,CLOSED
1114,PENDING
1115,PENDING_PAYMENT
1116,PENDING_PAYMENT
1117,SUSPECTED_FRAUD
1118,PENDING_PAYMENT
1119,COMPLETE
1120,PENDING_PAYMENT
1121,PENDING_PAYMENT
1122,PENDING
1123,PENDING_PAYMENT
1124,ON_HOLD
1125,COMPLETE
1126,COMPLETE
1127,ON_HOLD
1128,COMPLETE
1129,PENDING_PAYMENT
1130,PENDING
1131,PROCESSING
1132,COMPLETE
1133,PROCESSING
1134,COMPLETE
1135,COMPLETE
1136,CLOSED
1137,PROCESSING
1138,COMPLETE
1139,CLOSED
1140,CLOSED
1141,CLOSED
1142,PENDING_PAYMENT
1143,COMPLETE
1144,SUSPECTED_FRAUD
1145,PENDING
1146,COMPLETE
1147,CLOSED
1148,COMPLETE
1149,COMPLETE
1150,PENDING
1151,PENDING_PAYMENT
1152,PENDING_PAYMENT
1153,PENDING
1154,COMPLETE
1155,PENDING_PAYMENT
1156,CLOSED
1157,PENDING_PAYMENT
1158,PAYMENT_REVIEW
1159,ON_HOLD
1160,CLOSED
1161,PENDING_PAYMENT
1162,COMPLETE
1163,COMPLETE
1164,COMPLETE
1165,COMPLETE
1166,CLOSED
1167,ON_HOLD
1168,PENDING_PAYMENT
1169,CANCELED
1170,PENDING
1171,PENDING_PAYMENT
1172,PENDING
1173,COMPLETE
1174,COMPLETE
1175,COMPLETE
1176,COMPLETE
1177,CLOSED
1178,CLOSED
1179,PENDING_PAYMENT
1180,CLOSED
1181,PENDING_PAYMENT
1182,COMPLETE
1183,PROCESSING
1184,PENDING
1185,CLOSED
1186,CANCELED
1187,ON_HOLD
1188,COMPLETE
1189,PENDING_PAYMENT
1190,CANCELED
1191,PENDING
1192,PROCESSING
1193,PENDING_PAYMENT
1194,ON_HOLD
1195,PENDING_PAYMENT
1196,COMPLETE
1197,COMPLETE
1198,PENDING
1199,PENDING_PAYMENT
1200,COMPLETE
1201,SUSPECTED_FRAUD
1202,CLOSED
1203,COMPLETE
1204,PENDING_PAYMENT
1205,COMPLETE
1206,COMPLETE
1207,SUSPECTED_FRAUD
1208,CLOSED
1209,PENDING_PAYMENT
1210,CLOSED
1211,PENDING
1212,PENDING
1213,CLOSED
1214,ON_HOLD
1215,COMPLETE
1216,ON_HOLD
1217,COMPLETE
1218,PENDING
1219,PENDING_PAYMENT
1220,ON_HOLD
1221,PROCESSING
1222,PENDING_PAYMENT
1223,COMPLETE
1224,PENDING_PAYMENT
1225,COMPLETE
1226,COMPLETE
1227,PENDING_PAYMENT
1228,PENDING
1229,PENDING_PAYMENT
1230,COMPLETE
1231,PROCESSING
1232,PENDING
1233,ON_HOLD
1234,PENDING
1235,PENDING
1236,CLOSED
1237,PENDING_PAYMENT
1238,COMPLETE
1239,PROCESSING
1240,COMPLETE
1241,COMPLETE
1242,PENDING_PAYMENT
1243,PROCESSING
1244,COMPLETE
1245,PENDING_PAYMENT
1246,COMPLETE
1247,COMPLETE
1248,PENDING_PAYMENT
1249,PENDING_PAYMENT
1250,COMPLETE
1251,COMPLETE
1252,PENDING
1253,COMPLETE
1254,COMPLETE
1255,COMPLETE
1256,PENDING_PAYMENT
1257,PENDING
1258,ON_HOLD
1259,PENDING
1260,PENDING
1261,PROCESSING
1262,COMPLETE
1263,PROCESSING
1264,PENDING_PAYMENT
1265,COMPLETE
1266,ON_HOLD
1267,COMPLETE
1268,ON_HOLD
1269,COMPLETE
1270,ON_HOLD
1271,PROCESSING
1272,PENDING_PAYMENT
1273,COMPLETE
1274,COMPLETE
1275,CLOSED
1276,PENDING_PAYMENT
1277,COMPLETE
1278,PENDING_PAYMENT
1279,CLOSED
1280,CLOSED
1281,COMPLETE
1282,PENDING_PAYMENT
1283,CLOSED
1284,ON_HOLD
1285,PROCESSING
1286,PENDING_PAYMENT
1287,COMPLETE
1288,PROCESSING
1289,PROCESSING
1290,PROCESSING
1291,COMPLETE
1292,COMPLETE
1293,PROCESSING
1294,PENDING_PAYMENT
1295,CLOSED
1296,CLOSED
1297,COMPLETE
1298,CLOSED
1299,COMPLETE
1300,PENDING_PAYMENT
1301,PENDING_PAYMENT
1302,COMPLETE
1303,PROCESSING
1304,COMPLETE
1305,COMPLETE
1306,PENDING_PAYMENT
1307,COMPLETE
1308,PENDING
1309,CLOSED
1310,PENDING
1311,PENDING_PAYMENT
1312,COMPLETE
1313,CANCELED
1314,COMPLETE
1315,COMPLETE
1316,PENDING_PAYMENT
1317,PENDING
1318,COMPLETE
1319,COMPLETE
1320,COMPLETE
1321,COMPLETE
1322,COMPLETE
1323,COMPLETE
1324,COMPLETE
1325,PENDING
1326,PENDING_PAYMENT
1327,COMPLETE
1328,PENDING
1329,CLOSED
1330,COMPLETE
1331,PENDING_PAYMENT
1332,PROCESSING
1333,COMPLETE
1334,PENDING
1335,COMPLETE
1336,SUSPECTED_FRAUD
1337,COMPLETE
1338,COMPLETE
1339,PENDING
1340,PENDING_PAYMENT
1341,COMPLETE
1342,COMPLETE
1343,PENDING
1344,PAYMENT_REVIEW
1345,COMPLETE
1346,PENDING_PAYMENT
1347,PROCESSING
1348,PENDING_PAYMENT
1349,PENDING
1350,COMPLETE
1351,PROCESSING
1352,PENDING
